appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_per_warp,ipc
cachebench,1100,3600,input07,benchmark_func,3.5136,(128 1 1) (256 1 1),1024,0.24945,0.9845,1,1.562084,1,265216,283.79,33554432,8,141.82,16777216,4,0.999,91448,0.75436,1392022,13.036,89991,0.66185,16777225,142.21,0,0,0,0,0,0,0.28324,32768,141.88,141.83,0.7495,142.2,16777216,0,0,0,0,32768,1150058496,32768,8.07E+04,1.375781
cachebench,1100,3600,input08,benchmark_func,3.5269,(128 1 1) (256 1 1),1024,0.249448,0.9849,1,1.561185,1,265216,283.5,33554432,8,141.74,16777216,4,0.9989,89186,0.99564,1420886,13.302,91716,0.81062,16777225,141.81,0,0,0,0,0,0,0.31853,36864,141.76,141.77,0.7495,141.78,16777216,0,0,0,0,32768,1150058496,32768,8.07E+04,1.371328
cachebench,1100,3600,input09,benchmark_func,3.5294,(128 1 1) (256 1 1),1024,0.249447,0.985,1,1.560452,1,265216,283.41,33554432,8,141.67,16777216,4,0.9988,97158,0.82207,1335128,12.303,106991,0.82874,16777222,141.73,0,0,0,0,0,0,0.35381,40960,141.73,141.74,0.7494,141.71,16777216,0,0,0,0,32768,1150058496,32768,8.07E+04,1.370209
cachebench,1100,3600,input10,benchmark_func,3.5308,(128 1 1) (256 1 1),1024,0.249448,0.9852,1,1.559766,1,265216,283.41,33554432,8,141.61,16777216,4,0.9987,105446,0.82397,1206733,11.209,106427,0.78392,16777222,141.65,0,0,0,0,0,0,0.38815,45056,141.68,141.68,0.7493,141.66,16777216,0,0,0,0,32768,1149992960,32768,8.07E+04,1.369545
cachebench,1100,3600,input11,benchmark_func,3.5326,(128 1 1) (256 1 1),1024,0.249449,0.985,1,1.558931,1,265216,283.23,33554432,8,141.56,16777216,4,0.9985,105630,0.82302,1184513,10.889,128162,0.8955,16777222,141.59,0,0,0,0,0,0,0.42343,49152,141.61,141.6,0.7493,141.57,16777216,0,0,0,0,32768,1149992960,32768,8.07E+04,1.368921
cachebench,1100,3600,input12,benchmark_func,3.5344,(128 1 1) (256 1 1),1024,0.249446,0.9849,1,1.558474,1,265216,283.1,33554432,8,141.49,16777216,4,0.9984,110344,0.98896,1206170,11.129,101320,0.86975,16777227,141.54,0,0,0,0,0,0,0.45872,53248,141.54,141.54,0.7492,141.52,16777216,0,0,0,0,32768,1149992960,32768,8.07E+04,1.368308
cachebench,1100,3600,input13,benchmark_func,3.5354,(128 1 1) (256 1 1),1024,0.249448,0.9849,1,1.557607,1,265216,283.02,33554432,8,141.45,16777216,4,0.9983,114434,0.89931,1184996,10.824,131505,0.93555,16777222,141.43,0,0,0,0,0,0,0.494,57344,141.47,141.45,0.7491,141.47,16777216,0,0,0,0,32768,1149992960,32768,8.07E+04,1.3677
cachebench,1100,3600,input14,benchmark_func,3.5376,(128 1 1) (256 1 1),1024,0.249442,0.9848,1,1.556833,1,265216,282.77,33554432,8,141.35,16777216,4,0.9982,112558,0.95654,1053763,9.3728,115546,1.0682,16777231,141.35,0,0,0,0,0,0,0.52929,61440,141.4,141.39,0.7491,141.39,16777216,0,0,0,0,32768,1149992960,32768,8.07E+04,1.367005
cachebench,1100,3600,input15,benchmark_func,3.5398,(128 1 1) (256 1 1),1024,0.249441,0.985,1,1.555819,1,265216,282.66,33554432,8,141.29,16777216,4,0.998,125305,1.0636,946201,8.4536,131695,1.1651,16777240,141.34,0,0,0,0,0,0,0.56458,65536,141.34,141.33,0.749,141.3,16777216,0,0,0,0,32768,1149927424,32768,8.07E+04,1.366326
cachebench,1100,3600,input16,benchmark_func,6.951,(128 1 1) (256 1 1),1024,0.246704,0.9724,1,0.803895,1,265216,144.28,33554432,8,72.08,16777216,4,0.5,494574,2.1523,7849545,33.739,16846476,72.652,16777240,72.216,0,0,0,0,0,0,72.094,16776908,72.176,72.16,0.5,72.157,16777216,0,0,0,0,32768,1149861888,32768,8.07E+04,0.704813
cachebench,1100,3600,input17,benchmark_func,4.3156,(128 1 1) (256 1 1),1024,0.249339,0.9842,1,1.384428,1,265216,231.43,33554432,8,231.35,33554432,8,0.9998,61312,0.51498,8408767,70.602,61825,0.49496,33554446,231.84,0,0,0,0,0,0,0.05722,8192,231.41,231.46,0.4999,231.85,33554432,0,0,0,0,32768,1151893504,32768,8.12E+04,1.128832
cachebench,1100,3600,input18,benchmark_func,4.316,(128 1 1) (256 1 1),1024,0.249348,0.9841,1,1.383814,1,265216,231.39,33554432,8,231.34,33554432,8,0.9995,75590,0.55313,4782170,39.095,79086,0.76485,33554438,231.68,0,0,0,0,0,0,0.11539,16384,231.41,231.39,0.4998,231.74,33554432,0,0,0,0,32768,1150844928,32768,8.12E+04,1.128547
cachebench,1100,3600,input19,benchmark_func,4.3167,(128 1 1) (256 1 1),1024,0.249327,0.9839,1,1.383082,1,265216,231.33,33554432,8,231.29,33554432,8,0.9993,92701,0.64182,3028714,22.505,116378,0.72765,33554439,231.69,0,0,0,0,0,0,0.17262,24576,231.29,231.26,0.4996,231.71,33554432,0,0,0,0,32768,1150517248,32768,8.12E+04,1.128261
cachebench,1100,3600,input20,benchmark_func,4.329,(128 1 1) (256 1 1),1024,0.249327,0.9838,1,1.382233,1,265216,231.19,33554432,8,231.07,33554432,8,0.999,103568,0.68665,2647659,19.806,111002,0.7019,33554453,231.48,0,0,0,0,0,0,0.22984,32768,231.2,231.18,0.4995,231.5,33554432,0,0,0,0,32768,1150320640,32768,8.12E+04,1.127683
cachebench,1100,3600,input21,benchmark_func,4.334,(128 1 1) (256 1 1),1024,0.249354,0.9838,1,1.381763,1,265216,231.03,33554432,8,231.02,33554432,8,0.9988,103861,0.75626,2608123,20.226,96862,0.7391,33554438,230.8,0,0,0,0,0,0,0.28801,40960,231.07,231.09,0.4994,230.95,33554432,0,0,0,0,32768,1150255104,32768,8.12E+04,1.124121
cachebench,1100,3600,input22,benchmark_func,4.3356,(128 1 1) (256 1 1),1024,0.249329,0.9838,1,1.381072,1,265216,231.02,33554432,8,230.96,33554432,8,0.9985,109852,0.79918,2318949,17.222,124182,0.91267,33554438,230.73,0,0,0,0,0,0,0.34523,49152,230.97,230.95,0.4993,230.75,33554432,0,0,0,0,32768,1150189568,32768,8.12E+04,1.123527
cachebench,1100,3600,input23,benchmark_func,4.3382,(128 1 1) (256 1 1),1024,0.249331,0.9843,1,1.380472,1,265216,230.92,33554432,8,230.83,33554432,8,0.9983,124803,0.89359,2265362,16.489,124854,0.84972,33554447,230.64,0,0,0,0,0,0,0.4034,57344,230.95,230.88,0.4991,230.6,33554432,0,0,0,0,32768,1150124032,32768,8.12E+04,1.122953
cachebench,1100,3600,input24,benchmark_func,4.3417,(128 1 1) (256 1 1),1024,0.249325,0.9841,1,1.379351,1,265216,230.76,33554432,8,230.7,33554432,8,0.998,141630,0.96416,2005161,14.615,140384,0.97084,33554438,230.39,0,0,0,0,0,0,0.46062,65536,230.77,230.75,0.499,230.42,33554432,0,0,0,0,32768,1150058496,32768,8.12E+04,1.12206
cachebench,1100,3600,input25,benchmark_func,9.0891,(128 1 1) (256 1 1),1024,0.242831,0.9518,1,0.676806,1,265216,110.48,33554432,8,110.48,33554432,8,0.0007,1883744,6.2082,17159093,56.664,33673656,110.74,33554484,110.29,0,0,0,0,0,0,110.36,33531770,110.42,110.48,0.0003,110.26,33554432,0,0,0,0,32768,1149927424,32768,8.12E+04,0.553643
cachebench,1100,3600,input26,benchmark_func,4.9126,(128 1 1) (256 1 1),1024,0.249373,0.9862,1,1.239437,1,265216,406.92,67108864,16,406.85,67108864,16,0.9998,73285,0.57507,7619940,49.63,99511,0.50926,67108885,406.97,0,0,0,0,0,0,0.10109,16384,406.77,406.77,0.4999,407.08,67108864,0,0,0,0,32768,1156153344,32768,8.98E+04,1.09601
cachebench,1100,3600,input27,benchmark_func,4.9215,(128 1 1) (256 1 1),1024,0.249369,0.9862,1,1.238988,1,265216,406.71,67108864,16,406.77,67108864,16,0.9995,106619,0.74863,4591230,30.406,111565,0.77343,67108884,406.83,0,0,0,0,0,0,0.20313,32768,406.72,406.61,0.4998,406.81,67108864,0,0,0,0,32768,1155104768,32768,8.98E+04,1.09546
cachebench,1100,3600,input28,benchmark_func,4.9564,(128 1 1) (256 1 1),1024,0.249386,0.9861,1,1.230362,1,265216,403.89,67108864,16,403.86,67108864,16,0.999,131910,0.91267,6849379,44.396,184080,0.97179,67108870,403.54,0,0,0,0,0,0,0.40245,65536,403.88,403.92,0.4995,403.54,67108864,0,0,0,0,32768,1154580480,32768,8.98E+04,1.086374
cachebench,1100,3600,input29,benchmark_func,10.259,(128 1 1) (256 1 1),1024,0.241623,0.9456,1,0.614003,1,265216,194.54,67108864,16,194.32,67108864,16,0.0005,4079947,12.14,30405555,88.124,67253746,194.89,67108870,194.93,0,0,0,0,0,0,194.5,67073974,194.79,194.32,0.0003,194.61,67108864,0,0,0,0,32768,1154318336,32768,8.98E+04,0.545587
mixbench-cuda-alt,1100,3600,input00,benchmark_func,27.925,(1024 1 1) (256 1 1),8192,0.72285,0.9873,1,14.817288,1,35667968,0,0,0,8.9565,8388608,4,0,433732,0.42915,16162471,17.251,67855477,72.496,75759785,80.879,0,0,0,0,0,0,71.966,67411409,80.907,80.91,0.5275,80.88,75759616,0,0,0,0,262144,0,1865220096,2.28E+05,4.026858
mixbench-cuda-alt,1100,3600,input01,benchmark_func,26.226,(1024 1 1) (256 1 1),8192,0.72483,0.9872,1,14.130101,1,39862272,9.9484,16777216,4,10.12,8388608,2,0.5,8776029,10.253,25154315,29.588,84553676,101.01,84148503,100.16,0,0,0,0,0,0,101.12,84148224,98.404,101.71,0.5,97.627,84148224,0,0,0,0,262144,0,1890385920,2.31E+05,4.015442
mixbench-cuda-alt,1100,3600,input02,benchmark_func,27.727,(1024 1 1) (256 1 1),8192,0.723728,0.9883,1,12.580332,1,56639488,18.883,33554432,4,19.323,16777216,2,0.5,17246961,19.364,37714369,40.595,101373075,114.08,100925568,114.03,0,0,0,0,0,0,114.44,100925440,113.15,114.14,0.5,111.59,100925440,0,0,0,0,262144,0,1965883392,2.40E+05,3.982193
mixbench-cuda-alt,1100,3600,input03,benchmark_func,31.254,(1024 1 1) (256 1 1),8192,0.726285,0.9878,1,9.1435,1,92291072,32.981,67108864,4,32.804,33554432,2,0.5,35211247,34.547,60449752,60.302,134957484,133.36,134479894,132.09,0,0,0,0,0,0,133.68,134479872,133.96,132.67,0.5,131.75,134479872,0,0,0,0,262144,0,2116878336,2.58E+05,3.70093
mixbench-cuda-alt,1100,3600,input04,benchmark_func,33.473,(1024 1 1) (256 1 1),8192,0.728154,0.9879,1,7.473487,1,111165440,37.652,83886080,4,37.739,41943040,2,0.5,43901324,39.613,70860204,62.895,151791374,137.79,151257095,136.14,0,0,0,0,0,0,137.96,151257088,136.28,136.03,0.5,136.24,151257088,0,0,0,0,262144,0,2192375808,2.68E+05,3.415593
mixbench-cuda-alt,1100,3600,input05,benchmark_func,36.641,(1024 1 1) (256 1 1),8192,0.729605,0.9891,1,6.140099,1,127942656,40.558,100663296,4,41.03,50331648,2,0.5,52414223,42.489,81397269,65.074,168616601,136.03,168034501,136.23,0,0,0,0,0,0,137.57,168034304,136.96,132.92,0.5,136.91,168034304,0,0,0,0,262144,0,2259484672,2.76E+05,3.104469
mixbench-cuda-alt,1100,3600,input06,benchmark_func,40.705,(1024 1 1) (256 1 1),8192,0.733043,0.9868,1,5.323835,1,146817024,42.567,117440512,4,42.538,58720256,2,0.5,61211089,44.009,92629844,67.348,185450485,133.69,184811590,133.74,0,0,0,0,0,0,135.53,184811520,132.84,132.57,0.5,134.34,184811520,0,0,0,0,262144,0,2334982144,2.85E+05,2.842581
mixbench-cuda-alt,1100,3600,input07,benchmark_func,45.37,(1024 1 1) (256 1 1),8192,0.733388,0.9873,1,4.712336,1,167788544,44.093,134217728,4,44.039,67108864,2,0.5,69955576,45.951,103930047,64.944,202357792,130.12,201588810,130.09,0,0,0,0,0,0,132.09,201588736,130.06,129.86,0.5,130.43,201588736,0,0,0,0,262144,0,2427256832,2.96E+05,2.640918
mixbench-cuda-alt,1100,3600,input08,benchmark_func,53.784,(1024 1 1) (256 1 1),8192,0.736239,0.9851,1,3.908564,1,195051520,45.034,167772160,4,44.126,83886080,2,0.5,86129669,47.375,125152175,69.023,235969915,123.65,235143257,127.89,0,0,0,0,0,0,129.17,235143168,125.78,128.89,0.5,127.01,235143168,0,0,0,0,262144,0,2553085952,3.12E+05,2.348551
mixbench-cuda-alt,1100,3600,input09,benchmark_func,64.122,(1024 1 1) (256 1 1),8192,0.736113,0.9858,1,3.3305,1,230703104,44.991,201326592,4,46.716,100663296,2,0.5,104646049,47.278,149875427,68.507,269711721,122.44,268697797,122.64,0,0,0,0,0,0,120.6,268697600,119.99,123.69,0.5,123.32,268697600,0,0,0,0,262144,0,2704080896,3.30E+05,2.082116
mixbench-cuda-alt,1100,3600,input10,benchmark_func,75.341,(1024 1 1) (256 1 1),8192,0.735052,0.9863,1,2.930451,1,266354688,45.455,234881024,4,45.841,117440512,2,0.5,122841818,47.499,174692493,69.468,303401419,120.74,302252271,120.17,0,0,0,0,0,0,118.31,302252032,120.58,117.09,0.5,118.49,302252032,0,0,0,0,262144,0,2846687232,3.48E+05,1.854768
mixbench-cuda-alt,1100,3600,input11,benchmark_func,88.215,(1024 1 1) (256 1 1),8192,0.736665,0.9831,1,2.590891,1,299909120,44.993,268435456,4,45.012,134217728,2,0.5,142085989,48.402,199168196,68.099,270086755,93.522,268697756,93.14,0,0,0,0,0,0,92.969,268697600,91.253,91.141,0.5,89.412,268697600,0,0,0,0,262144,0,2959933440,3.61E+05,1.662803
mixbench-cuda-alt,1100,3600,input12,benchmark_func,9.9497,(1024 1 1) (256 1 1),8192,0.727358,0.9875,1,16.010151,1,35676160,0,0,0,24.425,8396800,3.988327,0,187016,0.54646,18191282,53.558,67683158,200.02,75767847,227.27,0,0,0,0,0,0,202.61,67512358,205.45,220.99,0.5272,226.36,75759616,0,0,3.33E+10,1.66E+10,262144,2562981888,1.67E+10,9.89E+04,4.083673
mixbench-cuda-alt,1100,3600,input13,benchmark_func,11.229,(1024 1 1) (256 1 1),8192,0.725666,0.9816,1,12.867169,1,39862272,22.321,16777216,4,22.568,8388608,2,0.5,8973040,21.647,29345946,77.096,84316044,224.95,84148230,220.04,0,0,0,0,0,0,214.9,84148224,222.54,224.3,0.5,223.65,84148224,0,0,262144,3447980032,1.61E+10,0,869105664,1.06E+05,3.909839
mixbench-cuda-alt,1100,3600,input14,benchmark_func,15.744,(1024 1 1) (256 1 1),8192,0.729399,0.9856,1,7.732219,1,56639488,31.269,33554432,4,31.459,16777216,2,0.5,18251733,33.321,42251408,80.056,101173546,192.65,100925532,184.75,0,0,0,0,0,0,188.54,100925440,184.73,184.81,0.5,190.49,100925440,0,0,3.01E+10,1.50E+10,262144,5406720000,1.50E+10,1.24E+05,3.197535
mixbench-cuda-alt,1100,3600,input15,benchmark_func,25.075,(1024 1 1) (256 1 1),8192,0.735274,0.9846,1,4.998288,1,92291072,39.232,67108864,4,39.787,33554432,2,0.5,35553641,42.1,62157517,74.494,134871355,159.54,134479919,161.39,0,0,0,0,0,0,161.91,134479872,159.69,161.28,0.5,158.74,134479872,0,0,2.58E+10,1.29E+10,262144,9458417664,1.29E+10,1.59E+05,2.574696
mixbench-cuda-alt,1100,3600,input16,benchmark_func,29.731,(1024 1 1) (256 1 1),8192,0.735912,0.9842,1,4.475463,1,111165440,41.121,83886080,4,42.07,41943040,2,0.5,44160162,44.215,72027731,72.898,151718703,149.57,151257095,151.67,0,0,0,0,0,0,151.14,151257088,153.44,149.75,0.5,150.68,151257088,0,0,2.36E+10,1.18E+10,262144,1.16E+10,1.18E+10,1.76E+05,2.411596
mixbench-cuda-alt,1100,3600,input17,benchmark_func,33.976,(1024 1 1) (256 1 1),8192,0.737116,0.9839,1,4.055476,1,127942656,42.967,100663296,4,43.985,50331648,2,0.5,52585312,45.87,82065538,72.001,168567354,143.87,168034364,145.24,0,0,0,0,0,0,145.46,168034304,141.8,147.35,0.5,146.27,168034304,0,0,2.15E+10,1.07E+10,1.07E+10,0,1577943040,1.93E+05,2.299755
mixbench-cuda-alt,1100,3600,input18,benchmark_func,39.113,(1024 1 1) (256 1 1),8192,0.736808,0.9842,1,3.74387,1,146817024,43.396,117440512,4,43.391,58720256,2,0.5,61361469,45.755,93126497,70.93,185408431,137.15,184811650,140.97,0,0,0,0,0,0,141.74,184811520,138.5,138.43,0.5,139.21,184811520,0,0,1.93E+10,9663676416,9668395008,0,1722646528,2.10E+05,2.176119
mixbench-cuda-alt,1100,3600,input19,benchmark_func,44.359,(1024 1 1) (256 1 1),8192,0.736822,0.9837,1,3.548237,1,167788544,45.164,134217728,4,45.126,67108864,2,0.5,70024356,46.412,104159167,68.48,202277487,134.24,201589139,133.81,0,0,0,0,0,0,132.27,201588736,135.55,132.35,0.5,133.48,201588736,0,0,1.72E+10,8589934592,8594653184,0,1882030080,2.30E+05,2.103582
mixbench-cuda-alt,1100,3600,input20,benchmark_func,52.057,(1024 1 1) (256 1 1),8192,0.739938,0.9818,1,3.324457,1,195051520,45.474,167772160,4,45.469,83886080,2,0.5,86120847,48.552,124059912,70.24,235961737,132.76,235143183,128.84,0,0,0,0,0,0,127.22,235143168,127.96,129,0.5,130.91,235143168,0,0,1.29E+10,6442450944,6447169536,0,2144174080,2.62E+05,2.02891
mixbench-cuda-alt,1100,3600,input21,benchmark_func,63.267,(1024 1 1) (256 1 1),8192,0.737089,0.9851,1,3.06744,1,230703104,46.355,201326592,4,46.534,100663296,2,0.5,104684135,48.587,148852919,69.817,269699796,126.75,268697813,122.36,0,0,0,0,0,0,122.19,268697600,122.64,125.78,0.5,123.72,268697600,0,0,8592293888,4294967296,4299685888,0,2431483904,2.97E+05,1.891394
mixbench-cuda-alt,1100,3600,input22,benchmark_func,74.797,(1024 1 1) (256 1 1),8192,0.735581,0.9863,1,2.825202,1,266354688,46.605,234881024,4,45.882,117440512,2,0.5,122970966,47.868,174489988,68.263,303432045,119.34,302252044,118.39,0,0,0,0,0,0,121.18,302252032,118.03,120.58,0.5,120.11,302252032,0,0,4297326592,2147483648,2152202240,0,2710405120,3.31E+05,1.772136
mixbench-cuda-alt,1100,3600,input23,benchmark_func,80.9,(1024 1 1) (256 1 1),8192,0.736314,0.9826,1,2.628405,1,299909120,45.69,268435456,4,45.081,134217728,2,0.5,141999354,47.673,199751026,67.904,270080648,91.791,268697644,91.241,0,0,0,0,0,0,92.918,268697600,91.337,91.344,0.5,91.733,268697600,0,0,2359296,0,4718592,0,2959966208,3.61E+05,1.662859
mixbench-cuda-alt,1100,3600,input24,benchmark_func,241,(1024 1 1) (256 1 1),8192,0.602305,0.9915,1,0.21073,1,35676160,0,0,0,2.4894,16785408,7.972763,0,3538802,0.47874,108420715,14.309,138273113,18.258,151527736,20.005,0,0,0,0,0,0,17.782,134793422,20.004,20.005,0.5142,19.996,151519232,0,0,262144,2561671168,262144,1.66E+10,885932032,1.08E+05,0.21283
mixbench-cuda-alt,1100,3600,input25,benchmark_func,233.04,(1024 1 1) (256 1 1),8192,0.60217,0.9907,1,0.23242,1,39862272,2.2864,16777216,4,2.4699,16777216,4,0,20258992,2.7576,111888449,15.256,171701072,23.412,168296470,22.956,0,0,0,0,0,0,22.936,168296448,22.958,22.958,0.4738,22.96,168296448,0,0,262144,3446669312,262144,1.61E+10,940367872,1.15E+05,0.233459
mixbench-cuda-alt,1100,3600,input26,benchmark_func,217.56,(1024 1 1) (256 1 1),8192,0.60364,0.9906,1,0.28253,1,56639488,4.895,33554432,4,5.5032,33554432,4,0,36955084,5.3914,131486185,20.687,204773525,29.927,201851926,29.471,0,0,0,0,0,0,33.022,201850880,29.452,31.988,0.4547,29.455,201850880,3.01E+10,1.50E+10,0,0,262144,5673844736,262144,1.29E+05,0.281918
mixbench-cuda-alt,1100,3600,input27,benchmark_func,186.88,(1024 1 1) (256 1 1),8192,0.610603,0.9865,1,0.419044,1,92291072,11.37,67108864,4,11.361,67108864,4,0,70596319,13.051,173077630,29.26,271761502,49.623,268960273,45.562,0,0,0,0,0,0,48.723,268959744,45.509,51.372,0.4287,45.581,268959744,2.58E+10,1.29E+10,0,0,262144,1.05E+10,262144,1.61E+05,0.409537
mixbench-cuda-alt,1100,3600,input28,benchmark_func,171.45,(1024 1 1) (256 1 1),8192,0.612591,0.9854,1,0.511677,1,111165440,15.462,83886080,4,15.453,83886080,4,0,87867025,16.221,194056671,35.762,305041508,56.245,302514194,61.784,0,0,0,0,0,0,55.779,302514176,62.912,55.784,0.4195,55.781,302514176,2.36E+10,1.18E+10,0,0,262144,1.18E+10,1460461568,1.78E+05,0.494266
mixbench-cuda-alt,1100,3600,input29,benchmark_func,156.04,(1024 1 1) (256 1 1),8192,0.612699,0.9854,1,0.624561,1,127942656,20.386,100663296,4,20.389,100663296,4,0,105080987,21.308,215446509,43.632,338375076,68.531,336069163,68.641,0,0,0,0,0,0,68.068,336068608,68.076,68.063,0.4119,68.068,336068608,2.15E+10,1.07E+10,0,0,262144,1.07E+10,1571610624,1.92E+05,0.584774
mixbench-cuda-alt,1100,3600,input30,benchmark_func,140.73,(1024 1 1) (256 1 1),8192,0.613819,0.9854,1,0.771057,1,146817024,26.386,117440512,4,26.388,117440512,4,0,122940221,30.333,240998196,59.259,371546337,83.54,369623422,83.092,0,0,0,0,0,0,90.622,369623040,83.057,83.096,0.4056,83.079,369623040,1.93E+10,9663676416,0,0,262144,9668132864,1712119808,2.09E+05,0.707235
mixbench-cuda-alt,1100,3600,input31,benchmark_func,125.66,(1024 1 1) (256 1 1),8192,0.612842,0.9868,1,0.991764,1,167788544,33.717,134217728,4,33.71,134217728,4,0,141635379,35.581,266809013,67.015,405042694,105.55,403177986,101.34,0,0,0,0,0,0,113.09,403177472,101.28,101.3,0.4002,101.24,403177472,1.72E+10,8589934592,0,0,262144,8594391040,1848434688,2.26E+05,0.847812
mixbench-cuda-ro,1100,3600,input00,benchmark_func,0.69403,(4096 1 1) (256 1 1),32768,0.942457,0.9922,1,2.759435,1,5406720,178.19,8388608,8,0,0,0,0.5,4205799,178.96,30155,1.3513,4199576,179.07,6,0.002861,0,0,0,0,0,0,178.5,4194304,0,0,0.5,179.67,4194304,0,0,0,0,0,367001600,0,724,1.982164
mixbench-cuda-ro,1100,3600,input01,benchmark_func,0.69413,(4096 1 1) (256 1 1),32768,0.948446,0.9924,1,3.147181,1,4358144,178.64,8388608,8,0,0,0,0.5,4205232,179.2,29638,1.3178,4198876,179.25,6,0,0,0,0,0,0,0,178.6,4194304,0,0,0.5,179.98,4194304,0,0,0,0,0,434110464,0,756,2.073932
mixbench-cuda-ro,1100,3600,input02,benchmark_func,0.74518,(4096 1 1) (256 1 1),32768,0.94966,0.9925,1,4.701126,1,5406720,167.07,8388608,8,0,0,0,0.5,4208742,167.42,29584,1.2238,4198503,167.13,6,0,0,0,0,0,0,0,166.91,4194304,0,0,0.5,167.8,4194304,0,0,0,0,0,668991488,0,1.04E+03,2.679558
mixbench-cuda-ro,1100,3600,input03,benchmark_func,0.91366,(4096 1 1) (256 1 1),32768,0.948381,0.9931,1,5.966561,1,6455296,137.19,8388608,8,0,0,0,0.5,4203118,137.47,29690,1.0133,4210621,137.66,6,0,0,0,0,0,0,0,137.2,4194304,0,0,0.5,137.35,4194304,0,0,0,0,0,1138753536,0,1.56E+03,3.276791
mixbench-cuda-ro,1100,3600,input04,benchmark_func,0.97579,(4096 1 1) (256 1 1),32768,0.946662,0.9936,1,7.022686,1,6455296,128.6,8388608,8,0,0,0,0.5,4206256,129.13,29766,0.96416,4207122,128.92,6,0,0,0,0,0,0,0,128.61,4194304,0,0,0.5,128.71,4194304,0,0,0,0,0,1373634560,0,1.78E+03,3.51567
mixbench-cuda-ro,1100,3600,input05,benchmark_func,1.1679,(4096 1 1) (256 1 1),32768,0.94498,0.9944,1,6.318461,1,7503872,107.52,8388608,8,0,0,0,0.5,4218469,107.92,29424,0.81253,4210141,108.12,6,0,0,0,0,0,0,0,107.47,4194304,0,0,0.5,107.49,4194304,0,0,0,0,0,1608515584,0,2.07E+03,3.41
mixbench-cuda-ro,1100,3600,input06,benchmark_func,1.2358,(4096 1 1) (256 1 1),32768,0.944208,0.9944,1,7.133112,1,7503872,101.6,8388608,8,0,0,0,0.5,4219551,101.92,29892,0.76771,4208519,102.04,25,0,0,0,0,0,0,0,101.59,4194304,0,0,0.5,101.6,4194304,0,0,0,0,0,1843396608,0,2.29E+03,3.575866
mixbench-cuda-ro,1100,3600,input07,benchmark_func,1.4304,(4096 1 1) (256 1 1),32768,0.945264,0.9945,1,6.499828,1,8552448,87.734,8388608,8,0,0,0,0.5,4215432,88.052,29785,0.66376,4218004,88.573,6,0,0,0,0,0,0,0,87.734,4194304,0,0,0.5,87.737,4194304,0,0,0,0,0,2078277632,0,2.58E+03,3.474497
mixbench-cuda-ro,1100,3600,input08,benchmark_func,1.694,(4096 1 1) (256 1 1),32768,0.944945,0.9946,1,6.615611,1,9601024,74.063,8388608,8,0,0,0,0.5,4217996,74.621,29804,0.55408,4229352,74.442,6,0,0,0,0,0,0,0,74.035,4194304,0,0,0.5,74.064,4194304,0,0,0,0,0,2548039680,0,3.09E+03,3.515621
mixbench-cuda-ro,1100,3600,input09,benchmark_func,1.9574,(4096 1 1) (256 1 1),32768,0.94987,0.9947,1,6.706214,1,10649600,64.054,8388608,8,0,0,0,0.5,4233840,64.619,30002,0.48351,4225833,64.675,54,0,0,0,0,0,0,0,64.068,4194304,0,0,0.5,64.048,4194304,0,0,0,0,0,3017801728,0,3.60E+03,3.544962
mixbench-cuda-ro,1100,3600,input10,benchmark_func,2.2223,(4096 1 1) (256 1 1),32768,0.947707,0.9944,1,6.777332,1,11698176,56.416,8388608,8,0,0,0,0.5,4232477,56.828,29849,0.42248,4233372,56.593,6,0,0,0,0,0,0,0,56.402,4194304,0,0,0.5,56.411,4194304,0,0,0,0,0,3487563776,0,4.12E+03,3.566527
mixbench-cuda-ro,1100,3600,input11,benchmark_func,2.4865,(4096 1 1) (256 1 1),32768,0.943646,0.9947,1,6.835616,1,12746752,50.425,8388608,8,0,0,0,0.5,4228294,50.957,29892,0.37956,4236273,50.872,6,0,0,0,0,0,0,0,50.409,4194304,0,0,0.5,50.399,4194304,0,0,0,0,0,3957325824,0,4.63E+03,3.583309
mixbench-cuda-ro,1100,3600,input12,benchmark_func,0.68581,(4096 1 1) (256 1 1),32768,0.941836,0.9923,1,2.215253,1,5406720,180.68,8388608,8,0,0,0,0.5,4203132,181.06,29918,1.3327,4203927,180.9,8,0,0,0,0,0,0,0,180.53,4194304,0,0,0.5,181.88,4194304,0,0,100663296,50331648,0,211812352,54525952,624,1.726432
